LLLLLL	0.9201709235699719
ULLLLL	0.045547246770904146
UUUUUU	0.02826065844420705
ULLULL	0.0007769253180538021
ULLLLU	0.0006798096532970768
UUULLL	0.0005826939885403516
ULULUL	0.0004855783237836263
LLUULL	0.0002913469942701758
UULLLL	0.0002913469942701758
LLLUUU	0.0002913469942701758
LUUUUU	0.0002913469942701758
LLLLLU	0.0002913469942701758
UUUUUL	0.00019423132951345052
LLLLUU	0.00019423132951345052
ULLLUL	0.00019423132951345052
UUUULU	0.00019423132951345052
ULULLL	0.00019423132951345052
ULLUUU	9.711566475672526e-05
LULUUL	9.711566475672526e-05
ULULLU	9.711566475672526e-05
LUUUUL	9.711566475672526e-05
LLLULU	9.711566475672526e-05
LLLULL	9.711566475672526e-05
LLULUU	9.711566475672526e-05
UULUUU	9.711566475672526e-05
LLLLUL	9.711566475672526e-05
ULLLUU	9.711566475672526e-05
LULLUL	9.711566475672526e-05
